company,location,launch_date,rocket,mission,rocket_status,price,mission_status
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",2007-09-27,Delta II 7925H,Dawn,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-10-05,Ariane 5 GS,Intelsat 11 & Optus D2,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2007-10-11,Atlas V 421,WSG-1,Active,123,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",2007-10-17,Delta II 7925,GPS IIRM-4,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2007-10-23,Space Shuttle Discovery,STS-120,Retired,450,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2007-10-23,Molniya-M /Block 2BL,Cosmos 2430,Retired,,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2007-10-24,Long March 3B,Chang'e 1,Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2007-11-01,Cosmos-3M (11K65M),SAR-Lupe 3,Retired,,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2007-11-11,Delta IV Heavy,DSP-23,Active,350,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2007-11-11,Long March 4C,Yaogan 3,Active,64.68,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-11-14,Ariane 5 ECA,Skynet 5B & Star One C1,Active,200,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2007-12-09,Delta II 7420-10C,COSMO-2,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2007-12-10,Atlas V 401,NROL-24,Active,109,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",2007-12-20,Delta II 7925,GPS IIRM-5,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-12-21,Ariane 5 GS,Rascom-QAF1 & Horizons-2,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2008-01-15,Zenit-3 SL,Thuraya-3,Retired,,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2008-01-21,PSLV-CA,TecSAR,Active,21,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2008-02-07,Space Shuttle Atlantis,STS-122,Retired,450,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2008-02-23,H-IIA 202,Kizuna,Active,90,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-03-09,Ariane 5 ES,Jules Verne ATV,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2008-03-11,Space Shuttle Endeavour,STS-123,Retired,450,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2008-03-13,Atlas V 411,NROL-28,Retired,115,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",2008-03-15,Delta II 7925,GPS IIRM-6,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2008-03-19,Zenit-3 SL,DirecTV-11,Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2008-03-27,Cosmos-3M (11K65M),SAR-Lupe 4,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2008-04-14,Atlas V 421,ICO G1,Active,123,Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2008-04-15,Pegasus XL,C/NOFS,Active,40,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-04-18,Ariane 5 ECA,Star One C2 & Vinasat-1,Active,200,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2008-04-25,Long March 3C,Tianlian I-01,Retired,20.14,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2008-04-28,PSLV-CA,Cartosat-2A & Rideshares,Active,21,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2008-04-28,Zenit-3 SLB,AMOS 3,Retired,,Partial Failure
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2008-05-21,Zenit-3 SL,Galaxy 18,Retired,,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2008-05-23,Rokot/Briz KM,"Cosmos 2437 to 2439, Youbilielnyi",Retired,41.8,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2008-05-27,Long March 4C,Fengyun-3A,Active,64.68,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2008-05-31,Space Shuttle Discovery,STS-124,Retired,450,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2008-06-09,Long March 3B,ChinaSat 9,Retired,,Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",2008-06-11,Delta II 7920H-10C,GLAST,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-06-12,Ariane 5 ECA,Skynet 5C & Turksat 3A,Active,200,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2008-06-19,Cosmos-3M (11K65M),Orbcomm Satellites,Retired,,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2008-06-20,Delta II 7320-10C,Jason-2,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-07-07,Ariane 5 ECA,ProtoStar-1 & Badr-6,Active,200,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2008-07-16,Zenit-3 SL,EchoStar XI,Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2008-07-22,Cosmos-3M (11K65M),SAR-Lupe 5,Retired,,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2008-08-03,Falcon 1,Flight 3,Retired,7,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-08-14,Ariane 5 ECA,Superbird-7 & AMC-21,Active,200,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2008-08-17,Safir-1,Unknown Payload,Retired,,Failure
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2008-08-29,Dnepr,RapidEye 1 to 5,Retired,29,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2008-09-06,Long March 2C/SMA,Huanjing-1A & 1B,Active,,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2008-09-06,Delta II 7420-10C,GeoEye-1,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2008-09-24,Zenit-3 SL,Galaxy 19,Retired,,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2008-09-28,Long March 2F/G,Shenzhou 7,Active,,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2008-09-28,Falcon 1,RatSat,Retired,7,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2008-10-01,Dnepr,THEOS 1,Retired,29,Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2008-10-19,Pegasus XL,IBEX,Active,40,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2008-10-22,PSLV-XL,Chandrayaan-1,Active,31,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",2008-10-25,Long March 4B,Shijian-6E & F,Active,64.68,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2008-10-25,Delta II 7420-10C,COSMO-3,Retired,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2008-10-29,Long March 3B/E,VENESAT 1,Active,29.15,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2008-11-05,Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,29.75,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2008-11-05,Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,29.75,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2008-11-15,Space Shuttle Endeavour,STS-126,Retired,450,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2008-12-02,Molniya-M /Block 2BL,Cosmos 2446,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-12-20,Ariane 5 ECA,Hot Bird 9 & Eutelsat W2M,Active,200,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2009-01-18,Delta IV Heavy,NROL-26,Active,350,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2009-01-23,H-IIA 202,"Ibuki, Maido 1 & Others",Active,90,Success
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",2009-01-30,Tsyklon-3,Koronas Foton,Retired,,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2009-02-02,Safir-1,Omid,Retired,,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2009-02-06,Delta II 7320-10C,NOAA-N Prime,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-02-12,Ariane 5 ECA,"Hot Bird 10, NSS-9, Spirale-A & B",Active,200,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",2009-02-24,Minotaur C (Taurus),Orbiting Carbon Observatory,Active,45,Failure
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2009-02-26,Zenit-3 SLB,Telstar-11N,Retired,,Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",2009-03-07,Delta II 7925-10L,Kepler,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-03-15,Space Shuttle Discovery,STS-119,Retired,450,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2009-03-17,Rokot/Briz KM,GOCE,Retired,41.8,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",2009-03-24,Delta II 7925,GPS IIRM-7,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2009-04-04,Atlas V 421,WGS-2,Active,123,Success
KCST,"Pad 1, Tonghae Satellite Launching Ground, North Korea",2009-04-05,Unha-2,Kwangmyngsng-2,Retired,,Failure
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2009-04-20,PSLV-CA,RISAT-2 & ANUSAT,Active,21,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2009-04-20,Zenit-3 SL,Sicral-1B,Retired,,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2009-05-05,Delta II 7920-10C,STSS-ATRR,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-05-11,Space Shuttle Atlantis,STS-125,Retired,450,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-05-14,Ariane 5 ECA,Herschel Space Observatory & Planck,Active,200,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2009-05-19,Minotaur I,TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6,Active,40,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2009-06-18,Atlas V 421,LRO/LCROSS,Active,123,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2009-06-21,Zenit-3 SLB,MEASAT 3a,Retired,,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2009-06-27,"Delta IV Medium+ (4,2)",GOES-O,Retired,164,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-07-01,Ariane 5 ECA,TerreStar-1,Active,200,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2009-07-06,Rokot/Briz KM,Cosmos 2451 to 2453,Retired,41.8,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2009-07-14,Falcon 1,RazakSat,Retired,7,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-07-15,Space Shuttle Endeavour,STS-127,Retired,450,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2009-07-21,Cosmos-3M (11K65M),Cosmos 2454,Retired,,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2009-07-29,Dnepr,DubaiSat 1 & Others,Retired,29,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",2009-08-17,Delta II 7925,GPS IIRM-8,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-08-21,Ariane 5 ECA,JCSAT-12 & Optus D3,Active,200,Success
KARI,"LC-1, Naro Space Center, South Korea",2009-08-25,Naro-1,STSAT-2A,Retired,,Failure
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-08-28,Space Shuttle Discovery,STS-128,Retired,450,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2009-09-08,Atlas V 401,PAN,Active,109,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",2009-09-10,H-IIB,HTV-1,Retired,112.5,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2009-09-23,PSLV-CA,Oceansat-2 & Rideshares,Active,21,Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",2009-09-25,Delta II 7920-10C,STSS Demo,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-10-01,Ariane 5 ECA,Amazonas 2 & COMSATBw-1,Active,200,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2009-10-08,Delta II 7920-10C,WorldView-2,Retired,,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2009-10-18,Atlas V 401,DMSP-5D3-F18,Active,109,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2009-10-28,Ares 1-X,Ares 1-X Test Flight,Retired,450,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-10-29,Ariane 5 ECA,NSS-12 & Thor-6,Active,200,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2009-11-02,Rokot/Briz KM,SMOS and Proba-2,Retired,41.8,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2009-11-16,Space Shuttle Atlantis,STS-129,Retired,450,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2009-11-23,Atlas V 431,Intersat 14,Retired,130,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2009-11-28,H-IIA 202,IGS-Optical 3,Active,90,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2009-11-30,Zenit-3 SLB,Intelsat 15,Retired,,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2009-12-06,"Delta IV Medium+ (5,4)",WGS-3,Retired,,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2009-12-14,Delta II 7320-10C,WISE,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2009-12-18,Ariane 5 GS,Helios 2B,Retired,,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2010-02-03,Soyuz U,Soyuz-U,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2010-02-08,Space Shuttle Endeavour,STS-130,Retired,450,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2010-02-11,Atlas V 401,SDO,Active,109,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2010-03-04,"Delta IV Medium+ (4,2)",GOES 15,Retired,164,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2010-04-02,Soyuz FG,Soyuz TMA-18,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2010-04-05,Space Shuttle Discovery,STS-131,Retired,450,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2010-04-08,Dnepr,CryoSat-2,Retired,29,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2010-04-15,GSLV Mk II,GSAT-4,Active,47,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2010-04-22,Atlas V 501,OTV-1,Retired,120,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2010-04-27,Cosmos-3M (11K65M),Cosmos 2463,Retired,,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2010-04-28,Soyuz U,Progress M-05M,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2010-05-10,H-IIA 202,"Akatsuki, IKAROS & Others",Active,90,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2010-05-14,Space Shuttle Atlantis,STS-132,Retired,450,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2010-05-21,Ariane 5 ECA,Astra 3B  & COMSATBw-2,Active,200,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2010-05-28,"Delta IV Medium+ (4,2)",GPS IIF-1,Retired,164,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2010-06-02,Rokot/Briz KM,SERVIS-2,Retired,41.8,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2010-06-04,Falcon 9 v1.0,Flight 1,Retired,59.5,Success
KARI,"LC-1, Naro Space Center, South Korea",2010-06-10,Naro-1,STSAT-2B,Retired,,Failure
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2010-06-15,Dnepr,Picard & Others,Retired,29,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2010-06-21,Dnepr,TanDEM-X,Retired,29,Success
IAI,"Pad 1, Palmachim Airbase, Israel",2010-06-22,Shavit-2,Ofek-9,Active,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2010-06-26,Ariane 5 ECA,"Arabsat-5A, COMS-1",Active,200,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2010-07-12,PSLV-CA,Cartosat-2B & Rideshares,Active,21,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2010-08-04,Ariane 5 ECA,"Nilesat-201, Rascom-QAF 1R",Active,200,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2010-08-14,Atlas V 531,AEHF-1,Active,140,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2010-09-08,Rokot/Briz KM,"Cosmos 2467, 2468 and Goniets-M 12",Retired,41.8,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2010-09-21,Atlas V 501,NROL-41,Retired,120,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",2010-09-26,Minotaur IV,SBSS,Active,46,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2010-09-30,Molniya-M /Block 2BL,Cosmos 2469,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2010-10-28,Ariane 5 ECA,"Eutelsat W3B, BSAT-3B",Active,200,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2010-11-06,Delta II 7420-10C,COSMO-4,Retired,,Success
Northrop,"LP-1, Pacific Spaceport Complex, Alaska, USA",2010-11-20,Minotaur IV,STP-S26,Active,46,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2010-11-21,Delta IV Heavy,NROL-32,Active,350,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2010-11-26,Ariane 5 ECA,"Intelsat 17, HYLAS-1",Active,200,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2010-12-08,Falcon 9 v1.0,COTS-1,Retired,59.5,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2010-12-25,GSLV Mk I,GSAT-5P,Retired,47,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2010-12-29,Ariane 5 ECA,"Koreasat 6, Hispasat-1E",Active,200,Success
Roscosmos,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2011-01-20,Zenit-3 SLBF,Elektro-L n†­1,Retired,,Success
ULA,"SLC-6, Vandenberg AFB, California, USA",2011-01-20,Delta IV Heavy,NROL-49,Active,350,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",2011-01-22,H-IIB,HTV-2,Retired,112.5,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2011-02-01,Rokot/Briz KM,Cosmos 2470,Retired,41.8,Partial Failure
Northrop,"SLC-8, Vandenberg AFB, California, USA",2011-02-06,Minotaur I,NROL-66,Active,40,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2011-02-15,Ariane 5 ES,Johannes Kepler ATV,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2011-02-24,Space Shuttle Discovery,STS-133,Retired,450,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",2011-03-04,Minotaur C (Taurus),"Glory, KySat-1, Hermes, and Explorer-1 [PRIME]",Active,45,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2011-03-05,Atlas V 501,OTV-2,Retired,120,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2011-03-11,"Delta IV Medium+ (4,2)",NROL-27,Retired,164,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2011-04-15,Atlas V 411,NROL-34,Retired,115,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2011-04-20,PSLV-G,ResourceSat-2 & X-Sat & YouthSat,Retired,25,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2011-04-22,Ariane 5 ECA,"Yahsat 1A, Intelsat 28 (New Dawn)",Active,200,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2011-05-07,Atlas V 401,SBIRS GEO-1,Active,109,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2011-05-16,Space Shuttle Endeavour,STS-134,Retired,450,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2011-05-20,Ariane 5 ECA,"ST-2, GSAT-8",Active,200,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2011-06-10,Delta II 7320-10C,SAC-D,Retired,,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2011-06-15,Safir-1A,Rasad 1,Retired,,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2011-06-30,Minotaur I,ORS-1,Active,40,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2011-07-08,Space Shuttle Atlantis,STS-135,Retired,450,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2011-07-15,PSLV-XL,GSAT-12,Active,31,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2011-07-16,"Delta IV Medium+ (4,2)",GPS IIF-2,Retired,164,Success
Roscosmos,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2011-07-18,Zenit-3 SLBF,Spektr-R,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2011-08-05,Atlas V 551,Juno,Active,153,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2011-08-06,Ariane 5 ECA,"Astra 1N, BSAT-3C (JCSAT-110R)",Active,200,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2011-08-17,Dnepr,Sich 2 & Others,Retired,29,Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",2011-09-10,Delta II 7920H-10C,GRAIL,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2011-09-11,H-IIA 202,Michibiki 1,Active,90,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2011-09-21,Ariane 5 ECA,"Arabsat-5C, SES-2",Active,200,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2011-09-23,H-IIA 202,IGS-Optical 4,Active,90,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2011-09-24,Zenit-3 SL,Atlantic Bird 7,Retired,,Success
Northrop,"LP-1, Pacific Spaceport Complex, Alaska, USA",2011-09-27,Minotaur IV,TacSat-4,Active,46,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2011-09-29,Long March 2F/T,Tiangong-1,Active,,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2011-10-05,Zenit-3 SLB,Intelsat 18,Retired,,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2011-10-12,PSLV-CA,Megha-Tropiques & Rideshares,Active,21,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2011-10-21,Soyuz ST-B/Fregat-MT,Galileo IOV FM01-FM02,Active,30,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2011-10-28,Delta II 7920-10C,Suomi NPP / ELaNa III,Retired,,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2011-10-31,Long March 2F/G,Shenzhou 8,Active,,Success
Roscosmos,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2011-11-08,Zenit-2 FG,Fobos-Grunt & Yinghuo 1,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2011-11-26,Atlas V 541,Mars Science Laboratory,Active,145,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2011-12-12,H-IIA 202,IGS-Radar 3,Active,90,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2011-12-17,Soyuz ST-A/Fregat,"Pl??iades 1A, SSOT, Elisa",Active,80,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2012-01-20,"Delta IV Medium+ (5,4)",WGS-4,Retired,,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2012-02-03,Safir-1B,Navid,Retired,,Success
ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2012-02-13,Vega,"Lares, AlmaSat-1 & 7 cubesats",Active,37,Success
